pH_before,TDS_before,Turbidity_before,Temperature_before,Pressure_before,pH_after,TDS_after,Turbidity_after,Temperature_after,Efficiency,TDS_Reduction,Turbidity_Reduction,pH_Change,Water_Status,Membrane_Status
8.65,3046,46.9,28.7,5.37,6.78,408,4.96,29.4,86.61,2638,41.94,-1.87,Poor,Healthy
8.6,3388,42.05,15.1,1.98,7.24,252,2.22,14.3,92.56,3136,39.83,-1.36,Acceptable,Healthy
8.24,1880,19.47,23.4,1.47,6.72,754,2.03,23.3,59.89,1126,17.44,-1.52,Acceptable,Replace
8.46,1040,10.9,18.4,5.95,6.9,478,3.1,17.6,54.04,562,7.8,-1.56,Poor,Replace
7.55,1780,23.22,19.5,5.54,6.7,218,3.44,19,87.75,1562,19.78,-0.85,Poor,Healthy
8.53,1126,10.83,18.1,3.09,7.49,71,1.75,17.2,93.69,1055,9.08,-1.04,Acceptable,Healthy
7.19,3777,7.07,15.8,4.39,6.9,2583,0.75,16.6,31.61,1194,6.32,-0.29,Poor,Replace
7.24,3393,15.53,36,1.64,7.39,2197,3.1,35.5,35.25,1196,12.43,0.15,Poor,Replace
7.39,3111,33.21,33,1.87,6.53,363,9.21,33.3,88.33,2748,24,-0.86,Poor,Healthy
7.96,4411,31.34,24.5,1.19,6.57,522,3.24,23.9,88.17,3889,28.1,-1.39,Poor,Healthy
8.33,1009,9.71,20.5,5.48,6.58,561,1.99,21,44.4,448,7.72,-1.75,Acceptable,Replace
8.24,1939,37.79,37.6,3.9,6.57,537,9.35,38.3,72.31,1402,28.44,-1.67,Poor,Needs Cleaning
8.65,1299,41.19,26,3.96,7.27,514,6.54,25.5,60.43,785,34.65,-1.38,Poor,Needs Cleaning
7.73,4295,23.09,31.7,4.96,7.04,392,5.12,30.8,90.87,3903,17.97,-0.69,Poor,Healthy
7.03,1525,34.92,24.9,4.31,7.42,228,4.61,24,85.05,1297,30.31,0.39,Poor,Healthy
7.97,1174,31.55,38.7,5.57,6.73,650,5.13,38.7,44.63,524,26.42,-1.24,Poor,Replace
8.62,3799,37.09,26,5.83,7.28,1529,4.54,25.3,59.75,2270,32.55,-1.34,Poor,Replace
8.01,4761,17.94,28.2,5.14,7.3,788,4.14,28.9,83.45,3973,13.8,-0.71,Poor,Needs Cleaning
8.76,1557,18.16,38.8,4.25,6.63,624,3.08,39.2,59.92,933,15.08,-2.13,Poor,Replace
6.69,1165,22.24,21.2,3.47,6.87,122,3.24,21.3,89.53,1043,19,0.18,Poor,Healthy
6.57,2618,4.23,32.6,5.79,6.61,887,0.61,32.7,66.12,1731,3.62,0.04,Acceptable,Needs Cleaning
7.01,4388,30.81,24.7,1.68,6.93,1257,6.71,24.5,71.35,3131,24.1,-0.08,Poor,Needs Cleaning
7.96,3997,41.99,35.9,2.11,6.57,2156,2.82,35.5,46.06,1841,39.17,-1.39,Poor,Replace
8.56,2660,36.9,15.1,2.78,6.76,771,9.1,15.5,71.02,1889,27.8,-1.8,Poor,Needs Cleaning
8.44,581,33.95,17.8,3.51,7.35,403,5.17,18.7,30.64,178,28.78,-1.09,Poor,Replace
7.54,2578,1.24,25.2,5.23,7.16,1602,0.29,24.8,37.86,976,0.95,-0.38,Poor,Replace
7.13,3661,16.18,16.6,3.77,7.35,1695,1.36,17,53.7,1966,14.82,0.22,Poor,Replace
8.04,3599,41.56,27.9,1.69,6.78,927,2.36,28.4,74.24,2672,39.2,-1.26,Acceptable,Needs Cleaning
6.97,4462,22.11,25.4,2.66,7,2122,4.38,24.6,52.44,2340,17.73,0.03,Poor,Replace
8.41,2046,20.88,16.3,5.24,7.38,1072,3.65,16.2,47.61,974,17.23,-1.03,Poor,Replace
8.45,1821,41.57,33.5,5.19,7.48,630,3.08,33.2,65.4,1191,38.49,-0.97,Poor,Needs Cleaning
7.78,3391,4.82,17.1,2.81,7.38,871,1.41,17,74.31,2520,3.41,-0.4,Acceptable,Needs Cleaning
7.64,4800,22.5,29.2,2.68,7.48,1451,3.87,28.6,69.77,3349,18.63,-0.16,Poor,Needs Cleaning
6.8,4724,4.92,21.8,5.48,7.14,1721,1.35,22.8,63.57,3003,3.57,0.34,Poor,Needs Cleaning
6.58,4253,20.67,15.7,2.61,6.53,302,5.29,15.9,92.9,3951,15.38,-0.05,Poor,Healthy
7.2,795,18.74,21.7,3.08,6.74,77,2.45,22.1,90.31,718,16.29,-0.46,Acceptable,Healthy
6.81,1267,3.42,21.7,3.21,6.91,136,0.53,20.7,89.27,1131,2.89,0.1,Excellent,Healthy
8.72,4457,15.1,33.9,5.15,7.42,1288,3.5,34.1,71.1,3169,11.6,-1.3,Poor,Needs Cleaning
8.77,1317,32.04,37.8,1.18,6.87,602,5.09,37.9,54.29,715,26.95,-1.9,Poor,Replace
8.33,4909,35.26,38.2,5.11,6.99,1978,7.77,37.7,59.71,2931,27.49,-1.34,Poor,Replace
7.23,633,20.2,16.3,2.2,6.89,345,2.35,16.4,45.5,288,17.85,-0.34,Acceptable,Replace
6.5,4574,17.75,31.3,4.07,6.86,2958,3.83,32,35.33,1616,13.92,0.36,Poor,Replace
6.64,3618,5.78,34.1,4.23,6.72,189,1.67,34.7,94.78,3429,4.11,0.08,Acceptable,Healthy
8.15,4669,10.3,37.4,1.54,6.71,2778,3,37.5,40.5,1891,7.3,-1.44,Poor,Replace
8.25,577,4.77,16.5,3.44,6.56,134,0.56,16.6,76.78,443,4.21,-1.69,Excellent,Needs Cleaning
8.17,1525,14.37,32.3,1.39,7.09,666,3.21,32.7,56.33,859,11.16,-1.08,Poor,Replace
7.86,797,41.27,33.9,1.58,7.13,45,9.53,34.1,94.35,752,31.74,-0.73,Poor,Healthy
6.8,3848,15.27,20.6,4.21,7.29,2293,2.82,21.4,40.41,1555,12.45,0.49,Poor,Replace
6.92,3221,38.82,22.1,1.88,6.75,2104,3.2,22.9,34.68,1117,35.62,-0.17,Poor,Replace
8.2,1930,46.17,33.6,1.27,7.11,264,7.39,34.1,86.32,1666,38.78,-1.09,Poor,Healthy
8.44,2004,27.44,19.5,5.75,6.6,189,6.46,18.8,90.57,1815,20.98,-1.84,Poor,Healthy
7.63,529,38.85,26.9,5.6,6.95,63,10.56,27,88.09,466,28.29,-0.68,Poor,Healthy
7.84,3269,12.4,25.5,3.23,6.93,2126,0.77,24.9,34.96,1143,11.63,-0.91,Poor,Replace
6.83,1334,21.47,20.3,3.85,7.32,666,4.21,19.9,50.07,668,17.26,0.49,Poor,Replace
7.91,1738,8,32.7,3.67,6.55,546,1.53,32.5,68.58,1192,6.47,-1.36,Acceptable,Needs Cleaning
7.12,1105,24.09,19.7,5.81,7.1,765,6.89,20.7,30.77,340,17.2,-0.02,Poor,Replace
6.9,2049,30.48,29.7,3.32,7.07,720,6.41,28.9,64.86,1329,24.07,0.17,Poor,Needs Cleaning
7.94,3127,10.83,34.2,2.72,6.5,709,3.2,33.6,77.33,2418,7.63,-1.44,Poor,Needs Cleaning
8.75,3196,12.56,16.5,1.5,7.43,1805,3.36,15.8,43.52,1391,9.2,-1.32,Poor,Replace
7.25,3193,29.44,23.5,4.81,7.3,200,8.39,23.3,93.74,2993,21.05,0.05,Poor,Healthy
7.14,3935,22.97,24.9,1.42,7.49,415,1.35,25.3,89.45,3520,21.62,0.35,Acceptable,Healthy
7.8,2092,21.73,34.4,5.18,7.27,677,2.8,33.5,67.64,1415,18.93,-0.53,Acceptable,Needs Cleaning
7.07,4386,1.3,26.7,5.68,7.2,614,0.3,26.6,86,3772,1,0.13,Acceptable,Healthy
6.7,1097,49.75,23.9,1.64,6.5,109,2.6,23.3,90.06,988,47.15,-0.2,Acceptable,Healthy
8.05,4514,9.09,26.9,1.41,6.83,246,1.47,26.6,94.55,4268,7.62,-1.22,Acceptable,Healthy
7.55,2246,32.99,18,5.93,6.85,278,3.91,17.7,87.62,1968,29.08,-0.7,Poor,Healthy
8.32,1165,28.44,19.3,4.32,7.42,556,4.56,20,52.27,609,23.88,-0.9,Poor,Replace
7.53,1012,15.22,35.9,2.21,6.85,70,3,35.4,93.08,942,12.22,-0.68,Poor,Healthy
7.51,1524,11.14,39.2,5.18,7.27,1059,1.44,40.1,30.51,465,9.7,-0.24,Poor,Replace
7.61,4274,49.63,26.4,2.19,6.82,1384,13.1,25.6,67.62,2890,36.53,-0.79,Poor,Needs Cleaning
7.85,808,1.45,28.7,2.5,6.58,240,0.36,29.4,70.3,568,1.09,-1.27,Excellent,Needs Cleaning
7.31,855,41.69,25.2,1.35,6.64,49,5.42,25.6,94.27,806,36.27,-0.67,Poor,Healthy
7.81,3096,10.39,27.3,1.88,7.01,912,2.98,27.4,70.54,2184,7.41,-0.8,Acceptable,Needs Cleaning
7.02,2015,44.84,36.1,4.32,7.27,276,13.29,35.3,86.3,1739,31.55,0.25,Poor,Healthy
6.7,4136,27.66,34.3,4.29,7.29,729,4.89,34.6,82.37,3407,22.77,0.59,Poor,Needs Cleaning
6.74,2232,7.51,28.6,5.75,6.78,452,0.56,28.3,79.75,1780,6.95,0.04,Excellent,Needs Cleaning
6.95,1217,44.06,22,1.47,6.71,351,12.66,22.7,71.16,866,31.4,-0.24,Poor,Needs Cleaning
8.07,1932,14.59,18.3,2.52,7.29,212,0.92,18.8,89.03,1720,13.67,-0.78,Excellent,Healthy
7.58,4783,41.48,20.4,2.15,7.41,2721,10.12,20.8,43.11,2062,31.36,-0.17,Poor,Replace
7.04,2491,14.87,19.4,2.65,6.93,159,2.44,19.1,93.62,2332,12.43,-0.11,Acceptable,Healthy
7.77,2400,32.26,27.8,2.02,6.97,1635,3.52,28.8,31.87,765,28.74,-0.8,Poor,Replace
7.06,1680,44.49,30.9,1.02,6.7,118,8.5,31.2,92.98,1562,35.99,-0.36,Poor,Healthy
6.58,1461,18.67,30.8,3.61,7.34,695,4.59,31.5,52.43,766,14.08,0.76,Poor,Replace
6.6,2119,11.3,31.5,5.45,6.74,388,2.74,30.8,81.69,1731,8.56,0.14,Acceptable,Needs Cleaning
6.77,4171,4.88,38.5,3.01,6.65,983,1.01,37.7,76.43,3188,3.87,-0.12,Acceptable,Needs Cleaning
7.75,3007,47.48,17.9,1.99,7.29,1409,4.49,17.8,53.14,1598,42.99,-0.46,Poor,Replace
7.3,4500,21.67,30.6,3.3,7.29,907,6.26,31.3,79.84,3593,15.41,-0.01,Poor,Needs Cleaning
7.02,2424,31.12,34.4,4.52,7.41,137,8.85,33.6,94.35,2287,22.27,0.39,Poor,Healthy
8.12,4184,42.9,27.4,2.21,6.62,1971,7.08,28,52.89,2213,35.82,-1.5,Poor,Replace
8.67,3262,4.6,33.1,5.09,7.39,2112,1.04,32.6,35.25,1150,3.56,-1.28,Poor,Replace
6.75,550,40.81,30.8,3.83,6.56,45,11.02,31,91.82,505,29.79,-0.19,Poor,Healthy
6.93,2986,28.37,32.3,5.51,7.16,1975,6.16,33.1,33.86,1011,22.21,0.23,Poor,Replace
8.14,2009,19.87,15.1,2.4,6.55,132,5.08,16.1,93.43,1877,14.79,-1.59,Poor,Healthy
6.73,1954,24.79,22.8,5.14,6.98,278,6.14,22.9,85.77,1676,18.65,0.25,Poor,Healthy
8.74,4136,39,28.5,2.55,6.77,820,3.91,27.6,80.17,3316,35.09,-1.97,Poor,Needs Cleaning
8.63,3767,45.96,23.4,5.77,6.78,310,3.27,24.4,91.77,3457,42.69,-1.85,Poor,Healthy
7.39,3407,34.7,30.2,4.81,6.94,284,8.13,29.2,91.66,3123,26.57,-0.45,Poor,Healthy
6.64,3579,26.66,26.5,2.45,6.82,344,7.64,26.8,90.39,3235,19.02,0.18,Poor,Healthy
7.71,4195,17.29,32.7,3.45,7.41,1592,4.75,33.4,62.05,2603,12.54,-0.3,Poor,Needs Cleaning
8.01,3129,36.11,36.6,3.23,7.11,1939,3.25,36,38.03,1190,32.86,-0.9,Poor,Replace
6.61,2952,36.6,26.5,4.18,7.49,1172,10.51,26.6,60.3,1780,26.09,0.88,Poor,Needs Cleaning
7.83,1757,4.94,19.9,1.03,6.94,229,0.83,19.2,86.97,1528,4.11,-0.89,Excellent,Healthy
8.33,2271,31.06,31.6,1.06,6.58,290,6.07,31,87.23,1981,24.99,-1.75,Poor,Healthy
8.15,553,4.18,31.4,1.76,7.13,70,0.26,32,87.34,483,3.92,-1.02,Excellent,Healthy
8.37,1639,31.2,22.2,5.07,6.71,122,5.97,21.6,92.56,1517,25.23,-1.66,Poor,Healthy
7.24,4029,22.17,25.1,3.85,6.7,1852,6.49,25.4,54.03,2177,15.68,-0.54,Poor,Replace
8.55,805,48.64,18.6,4.55,6.92,89,7.78,18.3,88.94,716,40.86,-1.63,Poor,Healthy
7.72,4245,24.74,26.1,4.78,7.37,434,4.03,26.7,89.78,3811,20.71,-0.35,Poor,Healthy
8.69,3659,22.45,21.7,3.18,7.1,315,5.85,21.9,91.39,3344,16.6,-1.59,Poor,Healthy
6.54,1815,16.07,34.9,5.85,7.28,863,3.42,34.6,52.45,952,12.65,0.74,Poor,Replace
8.57,2991,44.53,33.8,5.85,6.77,156,13.26,33.7,94.78,2835,31.27,-1.8,Poor,Healthy
8.55,1320,18.59,23.8,1.3,6.84,246,4.39,24.7,81.36,1074,14.2,-1.71,Poor,Needs Cleaning
8.72,4666,46.21,34.6,2.45,6.86,2323,7.66,35.1,50.21,2343,38.55,-1.86,Poor,Replace
6.97,4123,33.34,37.9,4.95,7.36,1955,4.56,37.5,52.58,2168,28.78,0.39,Poor,Replace
7.4,2890,42.15,36.3,5.3,6.69,180,2.16,36,93.77,2710,39.99,-0.71,Acceptable,Healthy
8.75,4765,40.4,30.9,5.96,6.54,511,6.97,31.9,89.28,4254,33.43,-2.21,Poor,Healthy
7.53,615,21.03,34,4.66,6.88,168,3.51,34.8,72.68,447,17.52,-0.65,Poor,Needs Cleaning
8.33,4760,48.72,25.9,2.02,6.93,1037,11.14,26.6,78.21,3723,37.58,-1.4,Poor,Needs Cleaning
8.15,3524,11.85,37.8,3.73,7.22,891,1.35,38.6,74.72,2633,10.5,-0.93,Acceptable,Needs Cleaning
6.98,1459,47.26,36.8,5.98,6.65,412,7.72,36.6,71.76,1047,39.54,-0.33,Poor,Needs Cleaning
8.25,4634,46.5,31.9,4.93,7.4,2204,7.97,32.2,52.44,2430,38.53,-0.85,Poor,Replace
8.6,3598,27.66,16.3,3.96,7.27,944,6.76,16.7,73.76,2654,20.9,-1.33,Poor,Needs Cleaning
8.32,1367,10.11,37.6,2.91,7.19,679,0.84,37.7,50.33,688,9.27,-1.13,Acceptable,Replace
8.07,4651,28.46,26.3,4.13,6.68,369,3.7,25.9,92.07,4282,24.76,-1.39,Poor,Healthy
6.58,4003,4.71,28.5,1.97,7.25,2228,0.29,28.1,44.34,1775,4.42,0.67,Poor,Replace
8.47,1848,46.54,22.7,3.32,7.09,754,7.48,22.2,59.2,1094,39.06,-1.38,Poor,Replace
7.72,3321,17.29,18.4,1.21,6.58,1248,1.95,18.3,62.42,2073,15.34,-1.14,Poor,Needs Cleaning
7.68,1797,29.36,34.1,3.87,6.99,273,6.66,35,84.81,1524,22.7,-0.69,Poor,Needs Cleaning
7.58,1869,26.15,17.6,2.93,7.11,1093,3.27,16.8,41.52,776,22.88,-0.47,Poor,Replace
7.55,1796,22.29,33.5,1.15,6.51,1044,2.12,32.6,41.87,752,20.17,-1.04,Poor,Replace
8.5,4283,17.76,37.4,2.13,6.77,2549,4.5,37.5,40.49,1734,13.26,-1.73,Poor,Replace
8.72,2716,5.72,19.7,2.92,7.36,235,0.3,20,91.35,2481,5.42,-1.36,Excellent,Healthy
7.35,2690,38.19,16.1,1.48,7.35,1646,3.42,16.2,38.81,1044,34.77,0,Poor,Replace
7.31,3659,21.97,30.9,4.07,7.39,293,4.52,31.6,91.99,3366,17.45,0.08,Poor,Healthy
8.71,1031,43.2,15.6,3.35,6.79,159,7.28,16.3,84.58,872,35.92,-1.92,Poor,Needs Cleaning
7.73,4819,35.28,26.4,4.06,7.08,535,6.29,25.4,88.9,4284,28.99,-0.65,Poor,Healthy
6.61,874,6.82,24.5,4.42,6.51,217,0.39,24,75.17,657,6.43,-0.1,Excellent,Needs Cleaning
6.94,2541,3.79,38.6,4.21,6.8,129,0.76,38.1,94.92,2412,3.03,-0.14,Excellent,Healthy
6.87,1222,18.33,37.9,4.65,7.22,591,4.84,37.8,51.64,631,13.49,0.35,Poor,Replace
7.55,1102,45.19,30.1,1.75,6.57,566,8.26,30.3,48.64,536,36.93,-0.98,Poor,Replace
8.55,3183,31.14,38,4.76,7.17,237,3.9,38.6,92.55,2946,27.24,-1.38,Poor,Healthy
8.64,4578,30.21,35.1,5.1,7.24,3022,3.94,35.1,33.99,1556,26.27,-1.4,Poor,Replace
6.6,1348,40.62,23.8,2.41,7.02,178,3.02,23,86.8,1170,37.6,0.42,Poor,Healthy
7.5,3414,32.36,17,3.82,6.94,194,1.67,16.2,94.32,3220,30.69,-0.56,Acceptable,Healthy
8.62,4061,10.24,27.1,2.33,7.5,1732,1.41,26.9,57.35,2329,8.83,-1.12,Poor,Replace
7.86,3474,15.78,31.7,4.55,7.04,1662,4.23,32.3,52.16,1812,11.55,-0.82,Poor,Replace
7.94,3285,39.38,25.5,4,7.38,1060,5.6,24.6,67.73,2225,33.78,-0.56,Poor,Needs Cleaning
6.54,937,14.2,23.2,4.58,7.14,81,2.55,23.6,91.36,856,11.65,0.6,Acceptable,Healthy
8.08,2551,43.42,34.6,5.19,6.74,145,2.56,35.4,94.32,2406,40.86,-1.34,Acceptable,Healthy
7.45,926,11.56,17.6,2.81,7.11,112,2.02,18,87.9,814,9.54,-0.34,Acceptable,Healthy
7.05,3537,43.98,35.8,5.87,6.61,407,5.75,36.3,88.49,3130,38.23,-0.44,Poor,Healthy
7.54,4961,39.21,29.9,2.27,7.01,281,8.58,29.3,94.34,4680,30.63,-0.53,Poor,Healthy
7.25,1170,17.38,24.8,5.14,7.42,96,3.09,24.7,91.79,1074,14.29,0.17,Poor,Healthy
7.11,1814,43.1,17.8,4.02,7.43,800,5.91,17.8,55.9,1014,37.19,0.32,Poor,Replace
6.63,4969,41.9,37.1,4.52,6.77,664,9.3,36.3,86.64,4305,32.6,0.14,Poor,Healthy
6.65,2427,15.67,39.8,2.81,7.34,1456,4.3,38.9,40.01,971,11.37,0.69,Poor,Replace
6.72,4884,35.27,25.6,2.8,6.76,290,6.95,25.8,94.06,4594,28.32,0.04,Poor,Healthy
7.76,2642,20.62,31.8,2.53,6.5,135,2.71,31.8,94.89,2507,17.91,-1.26,Acceptable,Healthy
8.74,981,48.97,39.4,2.88,6.65,124,4.49,38.9,87.36,857,44.48,-2.09,Poor,Healthy
8.09,4913,48.39,29.2,1.57,7,455,3.36,30.2,90.74,4458,45.03,-1.09,Poor,Healthy
8.43,1262,16.16,30.3,4.32,6.71,217,4.6,30.3,82.81,1045,11.56,-1.72,Poor,Needs Cleaning
8.23,2973,36.55,29.6,2.94,7,1071,9.37,29.4,63.98,1902,27.18,-1.23,Poor,Needs Cleaning
7.38,1428,10.03,16.9,5.55,6.79,105,2.04,17.6,92.65,1323,7.99,-0.59,Acceptable,Healthy
7.26,4416,41.66,29.5,3.11,7.23,1879,3.05,29.5,57.45,2537,38.61,-0.03,Poor,Replace
8.53,1639,9.82,22.9,5.96,6.71,660,2.06,23.5,59.73,979,7.76,-1.82,Acceptable,Replace
7.61,2446,20.5,29.5,2.09,6.51,1205,1.8,28.6,50.74,1241,18.7,-1.1,Poor,Replace
7.54,4133,29.19,19.7,4.66,7.03,2608,8.09,19.5,36.9,1525,21.1,-0.51,Poor,Replace
8.42,1044,43.25,39,1.75,7.47,486,9.23,39.5,53.45,558,34.02,-0.95,Poor,Replace
6.54,1731,4.07,17.6,5.39,6.51,94,0.38,18.4,94.57,1637,3.69,-0.03,Excellent,Healthy
6.77,1894,42.01,22.5,3.08,6.75,235,9.16,23,87.59,1659,32.85,-0.02,Poor,Healthy
7.44,3218,37.12,19.2,5.26,7.17,2053,7.03,19.3,36.2,1165,30.09,-0.27,Poor,Replace
7.63,1312,13.7,38.7,3.85,7.29,290,1.5,39.1,77.9,1022,12.2,-0.34,Acceptable,Needs Cleaning
6.59,4205,14.61,19.7,5.78,7.48,1988,2.62,18.8,52.72,2217,11.99,0.89,Poor,Replace
7.94,4841,13.49,18.2,3.59,6.95,1171,0.81,18.6,75.81,3670,12.68,-0.99,Poor,Needs Cleaning
7.69,4557,39.52,36.7,2.88,6.84,248,2.82,36.1,94.56,4309,36.7,-0.85,Acceptable,Healthy
8.79,2434,39.83,26.1,2.89,6.77,361,8.15,26.5,85.17,2073,31.68,-2.02,Poor,Healthy
7.47,2635,5.29,29.7,5.07,6.75,904,0.61,30.5,65.69,1731,4.68,-0.72,Acceptable,Needs Cleaning
6.83,4482,46.96,37.4,5.29,7.47,320,5.07,37.9,92.86,4162,41.89,0.64,Poor,Healthy
7.54,3658,3.09,17.5,3.03,6.66,486,0.6,16.5,86.71,3172,2.49,-0.88,Excellent,Healthy
8.61,2059,3.12,24.4,3.56,6.75,444,0.42,25,78.44,1615,2.7,-1.86,Excellent,Needs Cleaning
8.79,1737,7.42,15.5,5.54,7.45,1125,0.83,16.3,35.23,612,6.59,-1.34,Poor,Replace
8.49,3039,36.51,18,2.42,7.06,392,8.42,17.6,87.1,2647,28.09,-1.43,Poor,Healthy
6.65,1830,8.28,32.5,3.86,7.37,1251,2.39,32.6,31.64,579,5.89,0.72,Poor,Replace
6.99,2871,10.26,37,2.96,6.6,1062,2.83,36.6,63.01,1809,7.43,-0.39,Poor,Needs Cleaning
7.33,2586,36.45,26,1.33,7.4,1291,10.23,26.1,50.08,1295,26.22,0.07,Poor,Replace
6.57,4900,15.34,33.6,4.77,7.06,965,3.23,33.3,80.31,3935,12.11,0.49,Poor,Needs Cleaning
7.26,4586,16.57,33.2,3.98,6.83,2887,1.79,32.7,37.05,1699,14.78,-0.43,Poor,Replace
8.08,3390,5.71,24.6,1.09,6.61,2340,0.44,23.7,30.97,1050,5.27,-1.47,Poor,Replace
8.68,2069,40.07,27.5,4.47,7.1,1069,9.15,26.8,48.33,1000,30.92,-1.58,Poor,Replace
6.53,688,40.72,32.2,5.73,7.06,160,9.17,32.7,76.74,528,31.55,0.53,Poor,Needs Cleaning
8.37,3866,25.76,25.9,5.18,7.31,496,5.94,26.8,87.17,3370,19.82,-1.06,Poor,Healthy
8.41,1526,15.66,17.7,4.69,6.75,260,2.95,18.2,82.96,1266,12.71,-1.66,Acceptable,Needs Cleaning
7.99,2237,48.42,15.8,3.22,6.77,733,11.46,15.4,67.23,1504,36.96,-1.22,Poor,Needs Cleaning
8,589,49.63,36.8,3.86,7.44,334,7.85,37.8,43.29,255,41.78,-0.56,Poor,Replace
6.78,1308,20.57,36.9,3.11,6.58,119,5.04,36.8,90.9,1189,15.53,-0.2,Poor,Healthy
7.5,4067,35.69,33.8,5.46,7.42,281,8.15,34.6,93.09,3786,27.54,-0.08,Poor,Healthy
8.35,4631,35.71,34.8,2.8,7.19,447,3.61,34.2,90.35,4184,32.1,-1.16,Poor,Healthy
8.49,3048,9.11,18,5.8,6.87,1513,1.56,17.4,50.36,1535,7.55,-1.62,Poor,Replace
7.19,2542,27.81,23.2,3.06,7.5,1760,8.28,23.3,30.76,782,19.53,0.31,Poor,Replace
8.68,3406,10.31,35.1,2.74,6.58,2157,2.34,35.2,36.67,1249,7.97,-2.1,Poor,Replace
6.54,1543,38.98,15.4,3.46,7.37,225,5.55,15,85.42,1318,33.43,0.83,Poor,Healthy
7.37,1197,2.13,23.7,1.97,6.65,659,0.37,24,44.95,538,1.76,-0.72,Acceptable,Replace
8.74,4486,47.72,17,5.67,6.58,2320,14.25,16.2,48.28,2166,33.47,-2.16,Poor,Replace
8.27,1527,6.66,36.7,4.21,7.38,663,1.74,36.1,56.58,864,4.92,-0.89,Acceptable,Replace
8.1,4066,28.39,28.2,3.83,7.46,554,6.56,28.3,86.37,3512,21.83,-0.64,Poor,Healthy
7.37,1161,34.03,23.8,2.04,7.45,811,3.59,23.5,30.15,350,30.44,0.08,Poor,Replace
7.21,4277,45.88,23.5,1.28,6.71,555,10.78,23.5,87.02,3722,35.1,-0.5,Poor,Healthy
8.06,4414,43.88,34.8,3.09,6.91,551,7.49,34.8,87.52,3863,36.39,-1.15,Poor,Healthy
8.63,3819,42.17,31.5,1.84,6.76,926,5.76,30.9,75.75,2893,36.41,-1.87,Poor,Needs Cleaning
8.76,3961,3.84,21,2.35,7.48,1216,0.87,21.2,69.3,2745,2.97,-1.28,Poor,Needs Cleaning
6.94,1694,47.33,15.1,3.09,7.14,436,7.19,15.5,74.26,1258,40.14,0.2,Poor,Needs Cleaning
7.02,1191,34.59,24.8,2.99,6.55,97,6.33,25.6,91.86,1094,28.26,-0.47,Poor,Healthy
6.92,3599,24.82,27.8,5.78,7.08,335,4.33,28,90.69,3264,20.49,0.16,Poor,Healthy
6.71,1519,15.01,35.5,4.38,6.79,225,3.9,35.3,85.19,1294,11.11,0.08,Poor,Healthy
7.97,550,38.35,28.1,1.43,6.65,35,4.52,28.3,93.64,515,33.83,-1.32,Poor,Healthy
8.75,1084,33.66,35.2,1.25,6.54,92,8.65,35.1,91.51,992,25.01,-2.21,Poor,Healthy
8.44,796,19.79,17.6,3.07,6.67,325,4.64,17.7,59.17,471,15.15,-1.77,Poor,Replace
6.7,2504,38.26,38,2.49,7.33,1260,8.54,38.2,49.68,1244,29.72,0.63,Poor,Replace
7.96,1282,25.99,28.8,2.43,7.11,877,6,28.4,31.59,405,19.99,-0.85,Poor,Replace
7.43,2380,48.26,21.8,5.66,6.61,1044,3.89,22,56.13,1336,44.37,-0.82,Poor,Replace
7.23,2453,12.94,29.7,2.56,6.54,486,0.79,30.4,80.19,1967,12.15,-0.69,Excellent,Needs Cleaning
6.94,1346,35.59,29,2.22,7.22,329,7.34,29.1,75.56,1017,28.25,0.28,Poor,Needs Cleaning
7.2,4081,37.18,29.3,5.39,7.13,484,11.03,29.3,88.14,3597,26.15,-0.07,Poor,Healthy
7.21,4610,28.55,18.5,1.27,7.38,2123,4.64,17.7,53.95,2487,23.91,0.17,Poor,Replace
8.61,2405,27.89,27.2,1.32,6.59,771,4.81,27.7,67.94,1634,23.08,-2.02,Poor,Needs Cleaning
7.5,3706,3.12,17.4,4.31,6.87,461,0.19,16.9,87.56,3245,2.93,-0.63,Excellent,Healthy
8.76,2254,25.37,22.1,4.56,6.72,1267,3.6,21.7,43.79,987,21.77,-2.04,Poor,Replace
6.88,2756,45.28,16,4.24,6.92,354,3.4,15.2,87.16,2402,41.88,0.04,Poor,Healthy
7.28,2256,29.04,33.7,3.35,6.94,350,3.03,33.7,84.49,1906,26.01,-0.34,Poor,Needs Cleaning
7.24,2004,32.3,16.9,2.55,7.36,171,5.16,16.4,91.47,1833,27.14,0.12,Poor,Healthy
7.02,1867,27.79,29.4,1.08,6.51,394,1.87,29.1,78.9,1473,25.92,-0.51,Acceptable,Needs Cleaning
7.16,677,18.88,30,4.33,6.96,228,4.76,29.5,66.32,449,14.12,-0.2,Poor,Needs Cleaning
7.49,1649,20.21,20.2,1.61,7.39,189,5.46,20.2,88.54,1460,14.75,-0.1,Poor,Healthy
7.46,2073,8.94,29.7,4.46,7.17,615,2.18,29.2,70.33,1458,6.76,-0.29,Acceptable,Needs Cleaning
8.4,2952,32.4,33.4,3.88,6.73,1669,6.12,33.3,43.46,1283,26.28,-1.67,Poor,Replace
8.22,4123,9.75,24.8,3.4,7.05,417,0.81,23.9,89.89,3706,8.94,-1.17,Excellent,Healthy
6.9,3532,7.21,29.8,1.12,7.38,411,1.85,28.9,88.36,3121,5.36,0.48,Acceptable,Healthy
7.38,2801,2.66,29.4,2.36,6.75,1873,0.28,29.1,33.13,928,2.38,-0.63,Poor,Replace
